view,path,stem,width,height,blur_var,legible
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0063.jpg,LR 0063,1280,550,4.23953530604137,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1360.jpg,LR 1360,1280,550,4.237072134715183,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0111.jpg,LR 0111,1280,550,6.4599161725993515,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0641.jpg,LR 0641,1280,550,3.4978420518284303,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0118.jpg,LR 0118,1280,550,7.100691456044597,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0728.jpg,LR 0728,1280,550,3.627338479708079,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0037.jpg,LR 0037,1280,550,10.616483927393384,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0624.jpg,LR 0624,1280,550,5.002193179203253,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0330.jpg,LR 0330,1280,550,4.946009650291758,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0582.jpg,LR 0582,1280,550,5.027961636974998,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0481.jpg,LR 0481,1280,550,3.19243634070732,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1353.jpg,LR 1353,1280,550,6.559501390913526,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0984.jpg,LR 0984,1280,550,5.323670237036336,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0933.jpg,LR 0933,1280,550,4.499599976027814,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0922.jpg,LR 0922,1280,550,4.276404829204463,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1361.jpg,LR 1361,1280,550,5.172580921114329,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0845.jpg,LR 0845,1280,550,6.9799236034974665,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0285.jpg,LR 0285,1280,550,3.767901612829289,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0497.jpg,LR 0497,1280,550,3.5151916967147963,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0506.jpg,LR 0506,1280,550,3.1068396689049584,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0015.jpg,LR 0015,1280,550,4.008599380165291,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1205.jpg,LR 1205,1280,550,6.507789701414,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1085.jpg,LR 1085,1280,550,4.914725760732099,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0548.jpg,LR 0548,1280,550,3.676038157119624,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0762.jpg,LR 0762,1280,550,4.153166180589408,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1128.jpg,LR 1128,1280,550,5.405009484098578,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0807.jpg,LR 0807,1280,550,6.777285948790999,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0948.jpg,LR 0948,1280,550,8.624005310141317,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0129.jpg,LR 0129,1280,550,4.6271387147933085,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0973.jpg,LR 0973,1280,550,5.9273603911072295,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0949.jpg,LR 0949,1280,550,4.599952893124918,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1297.jpg,LR 1297,1280,550,10.793842922002112,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0196.jpg,LR 0196,1280,550,3.5219585963144846,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0964.jpg,LR 0964,1280,550,12.750601173287388,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0384.jpg,LR 0384,1280,550,5.305335163344202,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0698.jpg,LR 0698,1280,550,4.976512388121046,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0866.jpg,LR 0866,1280,550,6.913930005324688,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0931.jpg,LR 0931,1280,550,5.878662845830239,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0305.jpg,LR 0305,1280,550,11.365108466552735,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0271.jpg,LR 0271,1280,550,15.594900549586765,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0320.jpg,LR 0320,1280,550,4.86234755612208,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1334.jpg,LR 1334,1280,550,5.209167593459453,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0583.jpg,LR 0583,1280,550,5.3871658972087255,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0319.jpg,LR 0319,1280,550,4.263613622796679,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0140.jpg,LR 0140,1280,550,3.9168975432512267,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0427.jpg,LR 0427,1280,550,5.194856522741396,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0837.jpg,LR 0837,1280,550,4.108004012782074,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1330.jpg,LR 1330,1280,550,6.331007659728502,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0969.jpg,LR 0969,1280,550,8.153799201347416,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1090.jpg,LR 1090,1280,550,10.293873974607354,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0228.jpg,LR 0228,1280,550,4.100863449896695,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0362.jpg,LR 0362,1280,550,4.288417563266722,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0273.jpg,LR 0273,1280,550,4.458705872641319,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1058.jpg,LR 1058,1280,550,3.6153859765544283,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1117.jpg,LR 1117,1280,550,3.5227542141315062,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0508.jpg,LR 0508,1280,550,3.714937458161157,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0501.jpg,LR 0501,1280,550,3.332558163479388,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0701.jpg,LR 0701,1280,550,2.976883499192924,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1100.jpg,LR 1100,1280,550,3.2670154348346307,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0265.jpg,LR 0265,1280,550,2.3309883601417223,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0047.jpg,LR 0047,1280,550,3.244323818238313,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0621.jpg,LR 0621,1280,550,3.2696877945647445,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0507.jpg,LR 0507,1280,550,3.1219573209904445,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0504.jpg,LR 0504,1280,550,3.572589422534787,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0609.jpg,LR 0609,1280,550,2.345878754921148,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0634.jpg,LR 0634,1280,550,2.9212826446906472,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1375.jpg,LR 1375,1280,550,14.475639252768271,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0403.jpg,LR 0403,1280,550,5.577859369751985,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0970.jpg,LR 0970,1280,550,3.7824316577269492,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0024.jpg,LR 0024,1280,550,4.281793002596767,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1094.jpg,LR 1094,1280,550,5.769407564644803,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0888.jpg,LR 0888,1280,550,3.4407482958076416,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0538.jpg,LR 0538,1280,550,3.6900264617748424,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0269.jpg,LR 0269,1280,550,3.781031056099883,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0236.jpg,LR 0236,1280,550,8.808352030854534,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0252.jpg,LR 0252,1280,550,8.267509057655525,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0957.jpg,LR 0957,1280,550,2.575600758068747,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0188.jpg,LR 0188,1280,550,4.410376285503296,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0622.jpg,LR 0622,1280,550,3.3663011360730897,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0502.jpg,LR 0502,1280,550,3.4883834854080593,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0041.jpg,LR 0041,1280,550,4.7739119046681315,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0469.jpg,LR 0469,1280,550,5.305993183230566,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1371.jpg,LR 1371,1280,550,4.781529800004439,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0375.jpg,LR 0375,1280,550,4.606968683165999,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0421.jpg,LR 0421,1280,550,4.1656768376949085,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0997.jpg,LR 0997,1280,550,5.370992897273292,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0079.jpg,LR 0079,1280,550,2.889447397176444,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0179.jpg,LR 0179,1280,550,4.098083140980113,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1154.jpg,LR 1154,1280,550,3.7776463951426096,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1290.jpg,LR 1290,1280,550,5.673568105880359,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1319.jpg,LR 1319,1280,550,6.056235794477981,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0347.jpg,LR 0347,1280,550,3.9282336413170684,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0293.jpg,LR 0293,1280,550,5.474421747883441,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1240.jpg,LR 1240,1280,550,3.8701746892251276,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0400.jpg,LR 0400,1280,550,4.209541049342638,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0718.jpg,LR 0718,1280,550,5.827218451524971,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1386.jpg,LR 1386,1280,550,4.3427001983471065,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0096.jpg,LR 0096,1280,550,4.843315368599883,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0721.jpg,LR 0721,1280,550,4.034636362659802,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1179.jpg,LR 1179,1280,550,5.042829406952156,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1067.jpg,LR 1067,1280,550,4.294028067019626,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0666.jpg,LR 0666,1280,550,10.760475470475125,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1065.jpg,LR 1065,1280,550,7.331363290539452,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1059.jpg,LR 1059,1280,550,5.165873541675409,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0280.jpg,LR 0280,1280,550,3.2007869168953382,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0773.jpg,LR 0773,1280,550,9.098302526292533,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1156.jpg,LR 1156,1280,550,10.046648045823785,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1101.jpg,LR 1101,1280,550,3.332224291193182,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0301.jpg,LR 0301,1280,550,4.211543081803251,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0799.jpg,LR 0799,1280,550,5.985113531475982,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0449.jpg,LR 0449,1280,550,3.790065312814759,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0790.jpg,LR 0790,1280,550,3.6219815340404664,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0326.jpg,LR 0326,1280,550,4.148093277343751,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0484.jpg,LR 0484,1280,550,4.259718680195959,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1173.jpg,LR 1173,1280,550,4.477711518576883,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0314.jpg,LR 0314,1280,550,3.8515794911867243,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0323.jpg,LR 0323,1280,550,3.3061647706611565,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0108.jpg,LR 0108,1280,550,4.444611830592636,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0934.jpg,LR 0934,1280,550,3.828945553969203,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0764.jpg,LR 0764,1280,550,3.9715866439965626,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0385.jpg,LR 0385,1280,550,3.474461296872982,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0522.jpg,LR 0522,1280,550,4.060415980063194,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0217.jpg,LR 0217,1280,550,3.45364060522461,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0312.jpg,LR 0312,1280,550,3.4543082013090793,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 1364.jpg,LR 1364,1280,550,3.390469370381505,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0253.jpg,LR 0253,1280,550,3.2368323677685957,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0838.jpg,LR 0838,1280,550,2.660224250225981,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0900.jpg,LR 0900,1280,550,3.311629140251726,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0529.jpg,LR 0529,1280,550,5.558636083023953,True
Lower Right,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Right/LR 0642.jpg,LR 0642,1280,550,4.75145860661278,True
